Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,UT1,AA5,UT2,AA6,UT3,AA7,UT4,AA8
Q9BYZ2,Q9BYZ2,LDH6B_HUMAN,LDHAL6B,L-lactate dehydrogenase A-like 6B,,6.93E+06,2.01E+06,,,1.26E+07,7.09E+06,1.17E+06
Q9BZ23;Q9BZ23-3;Q9BZ23-4,Q9BZ23;Q9BZ23-3;Q9BZ23-4;Q9H999;V9GYZ0;A0A2R8YF29;E5RHA5,PANK2_HUMAN,PANK2,"Pantothenate kinase 2, mitochondrial",1.63E+06,1.25E+06,1.93E+06,1.51E+06,2.09E+06,1.28E+06,1.98E+06,1.46E+06
Q9BZ95;Q9BZ95-2;Q9BZ95-4;Q9BZ95-5,Q9BZ95;Q9BZ95-2;Q9BZ95-3;Q9BZ95-4;Q9BZ95-5;H0YE68,NSD3_HUMAN,NSD3,Histone-lysine N-methyltransferase NSD3,530469,444252,629319,573459,667891,451265,539116,489928
Q9BZD4,Q9BZD4;E9PQC4,NUF2_HUMAN,NUF2,Kinetochore protein Nuf2,6.93E+06,4.63E+06,6.63E+06,4.31E+06,5.81E+06,4.42E+06,6.77E+06,4.72E+06
Q9BZE1,Q9BZE1;S4R369,RM37_HUMAN,MRPL37,"39S ribosomal protein L37, mitochondrial",4.58E+06,6.07E+06,4.82E+06,7.70E+06,5.05E+06,5.60E+06,3.24E+06,4.28E+06
Q9BZE2,Q9BZE2;A0A087WY59,PUS3_HUMAN,PUS3,tRNA pseudouridine(38/39) synthase,,2.07E+06,2.39E+06,1.83E+06,2.02E+06,1.61E+06,1.15E+06,1.71E+06
Q9BZE4,Q9BZE4;Q9BZE4-2;Q9BZE4-3,GTPB4_HUMAN,GTPBP4,GTP-binding protein 4,1.68E+07,1.61E+07,1.49E+07,1.51E+07,1.54E+07,1.46E+07,1.35E+07,1.29E+07
Q9BZE9;Q9BZE9-2,Q9BZE9;Q9BZE9-2;J3KRG1;J3QRW3;J3QR50;C9JAL9,ASPC1_HUMAN,ASPSCR1,Tether containing UBX domain for GLUT4,2.37E+06,3.46E+06,3.05E+06,4.04E+06,2.43E+06,3.52E+06,2.68E+06,4.29E+06
Q9BZF1,Q9BZF1;Q9BZF1-2;Q9BZF1-3;F8VUA7;F8VQX7,OSBL8_HUMAN,OSBPL8,Oxysterol-binding protein-related protein 8,3.36E+06,3.15E+06,3.82E+06,5.13E+06,4.39E+06,4.40E+06,4.20E+06,3.27E+06
Q9BZF3;Q9BZF3-2;Q9BZF3-3;Q9BZF3-4;Q9BZF3-5,Q9BZF3;Q9BZF3-2;Q9BZF3-3;Q9BZF3-4;Q9BZF3-5;Q9BZF3-6,OSBL6_HUMAN,OSBPL6,Oxysterol-binding protein-related protein 6,526208,479560,,475005,582154,674227,514965,
Q9BZF9;Q9BZF9-2,Q9BZF9;Q9BZF9-2;H0YN48;H0YNH8,UACA_HUMAN,UACA,Uveal autoantigen with coiled-coil domains and ankyrin repeats,73394.2,,,78101.4,95336,,81658.7,
Q9BZG1;Q9BZG1-4,Q9BZG1;Q9BZG1-2;Q9BZG1-4;C9JY26,RAB34_HUMAN,RAB34,Ras-related protein Rab-34,1.55E+06,1.73E+06,1.26E+06,1.65E+06,1.44E+06,1.43E+06,1.27E+06,1.08E+06
Q9BZG8,Q9BZG8;Q9BZG8-2;Q9BZG8-3;A0A6Q8JGF9;U3KQN3;V9GYS2;I3L3X9;I3L1H5,DPH1_HUMAN,DPH1,2-(3-amino-3-carboxypropyl)histidine synthase subunit 1,5.66E+06,4.99E+06,6.58E+06,5.39E+06,6.13E+06,5.51E+06,5.93E+06,6.57E+06
Q9BZH6,Q9BZH6,WDR11_HUMAN,WDR11,WD repeat-containing protein 11,5.59E+06,6.11E+06,5.50E+06,5.47E+06,5.31E+06,6.06E+06,5.41E+06,5.93E+06
Q9BZI7;Q9BZI7-2,Q9BZI7;Q9BZI7-2,REN3B_HUMAN,UPF3B,Regulator of nonsense transcripts 3B,4.87E+06,5.25E+06,4.84E+06,5.47E+06,5.72E+06,5.14E+06,5.15E+06,4.42E+06
Q9BZJ0;Q9BZJ0-2;Q9BZJ0-3,Q9BZJ0;Q9BZJ0-2;Q9BZJ0-3;Q5JY65,CRNL1_HUMAN,CRNKL1,Crooked neck-like protein 1,7.13E+06,6.54E+06,7.15E+06,6.19E+06,6.75E+06,6.16E+06,7.24E+06,5.88E+06
Q9BZK7,Q9BQ87;Q9BZK7;O60907;O60907-2;A0A804HJZ5;A0A494C153;A0A0D9SF63;A0A2R8YFW3,TBL1R_HUMAN,TBL1XR1,F-box-like/WD repeat-containing protein TBL1XR1,7.39E+06,9.49E+06,6.80E+06,9.05E+06,8.08E+06,8.74E+06,7.41E+06,8.97E+06
Q9BZL1,Q9BZL1;K7EQ43,UBL5_HUMAN,UBL5,Ubiquitin-like protein 5,2.07E+07,4.13E+06,1.92E+07,5.09E+06,1.81E+07,7.08E+06,1.57E+07,5.90E+06
Q9BZL4-3;Q9BZL4-4,Q9BZL4;Q9BZL4-3;Q9BZL4-4;Q9BZL4-5;K7EL81,PP12C_HUMAN,PPP1R12C,Isoform 3 of Protein phosphatase 1 regulatory subunit 12C,820421,1.02E+06,951976,1.07E+06,1.28E+06,984448,1.08E+06,1.14E+06
Q9BZL6;Q9BZL6-3,Q9BZL6;Q9BZL6-2;Q9BZL6-3,KPCD2_HUMAN,PRKD2,Serine/threonine-protein kinase D2,3.84E+06,3.60E+06,3.41E+06,3.54E+06,3.41E+06,3.89E+06,3.95E+06,3.89E+06
Q9BZM1,Q9BZM1;A0A2R8Y3M9;A0A0C4DGC6,PG12A_HUMAN,PLA2G12A,Group XIIA secretory phospholipase A2,478242,506437,578012,524859,849664,581381,650577,586245
Q9BZQ6;Q9BZQ6-2,Q9BZQ6;Q9BZQ6-2;H0Y498,EDEM3_HUMAN,EDEM3,ER degradation-enhancing alpha-mannosidase-like protein 3,1.34E+06,,1.39E+06,569590,1.74E+06,,1.43E+06,
Q9BZV1;Q9BZV1-2,Q9BZV1;Q9BZV1-2;K7EP32,UBXN6_HUMAN,UBXN6,UBX domain-containing protein 6,2.47E+06,2.17E+06,2.29E+06,1.35E+06,1.90E+06,1.95E+06,1.99E+06,1.63E+06
Q9BZX2,Q9HA47;Q9HA47-3;Q9HA47-4;Q9BZX2;Q9BZX2-2;A0A2R8Y653,UCK2_HUMAN,UCK2,Uridine-cytidine kinase 2,2.07E+07,8.89E+06,1.81E+07,8.56E+06,1.86E+07,8.87E+06,1.61E+07,8.76E+06
Q9BZZ5-2,Q9BZZ5-2;Q9BZZ5-5,API5_HUMAN,API5,Isoform 2 of Apoptosis inhibitor 5,5.78E+07,6.36E+07,5.83E+07,6.18E+07,5.68E+07,6.11E+07,5.43E+07,6.30E+07
Q9BZZ5-6,Q9BZZ5;Q9BZZ5-6,API5_HUMAN,API5,Isoform 6 of Apoptosis inhibitor 5,1.70E+06,2.98E+06,1.79E+06,2.87E+06,2.03E+06,2.78E+06,1.71E+06,2.62E+06
Q9C005,Q9C005,DPY30_HUMAN,DPY30,Protein dpy-30 homolog,1.38E+06,,134098,107784,934213,5.67E+06,227796,950909
Q9C035;Q9C035-2;Q9C035-3;Q9C035-4;Q9C035-5;Q9C035-6,Q9C035;Q9C035-2;Q9C035-3;Q9C035-4;Q9C035-5;Q9C035-6;E7EQQ5;A0A804HHS7;A0A2U3TZJ3;H7C134,TRIM5_HUMAN,TRIM5,Tripartite motif-containing protein 5,467296,,445325,,452359,387903,705651,465829
Q9C037;Q9C037-2;Q9C037-3,Q9C037;Q9C037-2;Q9C037-3,TRIM4_HUMAN,TRIM4,E3 ubiquitin-protein ligase TRIM4,3.30E+06,3.13E+06,3.48E+06,2.85E+06,3.37E+06,3.19E+06,3.85E+06,3.29E+06
Q9C086,Q9C086;J3KQ70,IN80B_HUMAN,INO80B,INO80 complex subunit B,1.21E+06,,,,1.42E+06,,1.07E+06,764163
Q9C0A0;Q9C0A0-2,Q9C0A0;Q9C0A0-2;F5H107;A0A590UJB1;A0A0A0MR20;E9PDN6;A0A087WTA1,CNTP4_HUMAN,CNTNAP4,Contactin-associated protein-like 4,1.92E+07,1.97E+07,2.55E+07,9.92E+06,1.52E+07,2.32E+07,2.08E+07,1.56E+07
Q9C0A6;Q9C0A6-2;Q9C0A6-3,Q9C0A6;Q9C0A6-2;Q9C0A6-3;H0Y3R4;H7C1F2;E7EWN3;A0A804HKJ9,SETD5_HUMAN,SETD5,Histone-lysine N-methyltransferase SETD5,,224745,234780,299874,,,230188,300938
Q9C0B0,Q9C0B0,UNK_HUMAN,UNK,RING finger protein unkempt homolog,1.06E+06,1.53E+06,1.25E+06,1.45E+06,1.08E+06,1.54E+06,1.16E+06,1.49E+06
Q9C0B1,Q9C0B1;A0A1B0GTY1;A0A1B0GV98;A0A1B0GU26;A0A1B0GVH5;A0A1B0GTC3;A0A1B0GUC3;A0A1B0GTC5,FTO_HUMAN,FTO,Alpha-ketoglutarate-dependent dioxygenase FTO,5.40E+06,6.23E+06,5.45E+06,5.77E+06,5.38E+06,6.02E+06,5.15E+06,6.19E+06
Q9C0B5;Q9C0B5-2,Q9C0B5;Q9C0B5-2;Q9ULC8;Q9ULC8-2,ZDHC5_HUMAN,ZDHHC5,Palmitoyltransferase ZDHHC5,1.80E+06,2.31E+06,1.60E+06,2.27E+06,1.83E+06,2.19E+06,1.04E+06,2.30E+06
Q9C0B7,Q9C0B7,TNG6_HUMAN,TANGO6,Transport and Golgi organization protein 6 homolog,1.50E+06,1.50E+06,1.81E+06,1.37E+06,1.83E+06,1.21E+06,1.81E+06,1.88E+06
Q9C0C2,Q9C0C2;Q9C0C2-2;A0A2R8Y5C4,TB182_HUMAN,TNKS1BP1,182 kDa tankyrase-1-binding protein,4.22E+06,5.21E+06,5.04E+06,5.01E+06,5.02E+06,5.42E+06,5.30E+06,5.21E+06
Q9C0C7;Q9C0C7-2;Q9C0C7-3;Q9C0C7-4;Q9C0C7-5,Q9C0C7;Q9C0C7-2;Q9C0C7-3;Q9C0C7-4;Q9C0C7-5;H0YE34;A0A075B6T1,AMRA1_HUMAN,AMBRA1,Activating molecule in BECN1-regulated autophagy protein 1,774853,493159,921069,503706,889221,533458,1.03E+06,652927
Q9C0C9,Q9C0C9;K7ES11,UBE2O_HUMAN,UBE2O,(E3-independent) E2 ubiquitin-conjugating enzyme,1.32E+07,1.20E+07,1.18E+07,1.14E+07,1.30E+07,1.20E+07,1.28E+07,1.23E+07
Q9C0D3,Q9C0D3;Q9C0D3-2,ZY11B_HUMAN,ZYG11B,Protein zyg-11 homolog B,1.40E+06,1.22E+06,1.88E+06,1.28E+06,2.00E+06,1.10E+06,1.77E+06,1.18E+06
Q9C0D5,Q9C0D5;Q9C0D5-2,TANC1_HUMAN,TANC1,Protein TANC1,1.06E+06,1.11E+06,1.39E+06,1.03E+06,1.24E+06,1.11E+06,1.15E+06,1.40E+06
Q9C0E2,Q9C0E2,XPO4_HUMAN,XPO4,Exportin-4,8.15E+06,8.41E+06,8.03E+06,9.09E+06,8.61E+06,8.33E+06,9.09E+06,9.52E+06
Q9C0E8;Q9C0E8-2;Q9C0E8-3,Q9C0E8;Q9C0E8-2;Q9C0E8-3;Q9C0E8-4,LNP_HUMAN,LNPK,Endoplasmic reticulum junction formation protein lunapark,4.09E+06,3.03E+06,4.02E+06,4.09E+06,4.21E+06,3.39E+06,3.50E+06,3.26E+06
Q9C0F1;Q9C0F1-2,Q9C0F1;Q9C0F1-2,CEP44_HUMAN,CEP44,Centrosomal protein of 44 kDa,,,,845604,,691743,694034,736679
Q9C0I1;Q9C0I1-2;Q9C0I1-3,Q9C0I1;Q9C0I1-2;Q9C0I1-3,MTMRC_HUMAN,MTMR12,Myotubularin-related protein 12,,,,863919,,,861540,
Q9C0J8,Q9C0J8,WDR33_HUMAN,WDR33,pre-mRNA 3' end processing protein WDR33,8.28E+06,8.99E+06,7.78E+06,9.12E+06,8.01E+06,9.82E+06,9.01E+06,8.22E+06
Q9GZL7,Q9GZL7,WDR12_HUMAN,WDR12,Ribosome biogenesis protein WDR12,3.43E+07,3.67E+07,3.64E+07,4.09E+07,3.87E+07,4.00E+07,3.69E+07,4.22E+07
Q9GZM5,Q9GZM5;D6RFI3;E7EQR8;D6RGY8,YIPF3_HUMAN,YIPF3,Protein YIPF3,679378,512731,914351,,658758,340010,541928,702678
Q9GZM8;Q9GZM8-2;Q9GZM8-3,Q9GZM8;Q9GZM8-2;Q9GZM8-3;J3QL85;A6NIZ0;J3KRK9,NDEL1_HUMAN,NDEL1,Nuclear distribution protein nudE-like 1,,,752680,,,,675920,
Q9GZN1,Q9GZN1;G3V1Y1,ARP6_HUMAN,ACTR6,Actin-related protein 6,3.92E+06,3.34E+06,4.05E+06,3.28E+06,3.94E+06,3.34E+06,3.74E+06,3.39E+06
Q9GZN8;Q9GZN8-2,Q9GZN8;Q9GZN8-2;H7BYU9,CT027_HUMAN,C20orf27,UPF0687 protein C20orf27,2.02E+07,1.86E+07,2.10E+07,1.84E+07,1.88E+07,1.80E+07,1.79E+07,2.15E+07
Q9GZP4;Q9GZP4-2,Q9GZP4;Q9GZP4-2;X6R8S9,PITH1_HUMAN,PITHD1,PITH domain-containing protein 1,9.05E+06,1.28E+07,8.79E+06,1.13E+07,9.76E+06,1.22E+07,1.09E+07,1.30E+07
Q9GZQ3,Q9GZQ3;E9PJE4,COMD5_HUMAN,COMMD5,COMM domain-containing protein 5,1.29E+06,1.52E+06,1.27E+06,1.64E+06,1.18E+06,1.48E+06,1.32E+06,1.34E+06
Q9GZR1;Q9GZR1-2,Q9GZR1;Q9GZR1-2,SENP6_HUMAN,SENP6,Sentrin-specific protease 6,1.24E+06,990784,1.18E+06,1.10E+06,1.22E+06,883959,1.21E+06,1.01E+06
Q9GZR2,Q9GZR2,REXO4_HUMAN,REXO4,RNA exonuclease 4,1.02E+07,1.04E+07,8.93E+06,1.05E+07,8.17E+06,1.07E+07,8.83E+06,1.14E+07
Q9GZR7,Q9GZR7;Q9GZR7-2;F5GYL3;G3V529;A0A087WXU8,DDX24_HUMAN,DDX24,ATP-dependent RNA helicase DDX24,3.66E+06,2.00E+06,3.31E+06,2.33E+06,3.38E+06,1.94E+06,3.39E+06,1.92E+06
Q9GZS1,Q9GZS1;E7EX70,RPA49_HUMAN,POLR1E,DNA-directed RNA polymerase I subunit RPA49,3.47E+06,3.80E+06,3.67E+06,3.80E+06,2.97E+06,3.40E+06,3.70E+06,3.28E+06
Q9GZS3,Q9GZS3;H0YMF9;H0YL19;H0YN81,WDR61_HUMAN,WDR61,WD repeat-containing protein 61,9.86E+06,1.19E+07,1.01E+07,1.19E+07,1.02E+07,1.13E+07,9.87E+06,1.10E+07
Q9GZT3;Q9GZT3-2,Q9GZT3;Q9GZT3-2;H0YJ40;H0YJI1;G3V2S9;A0A087WUN7;G3V4X6,SLIRP_HUMAN,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",3.38E+07,3.47E+07,2.76E+07,4.43E+07,3.73E+07,3.94E+07,2.18E+07,3.09E+07
Q9GZT8;Q9GZT8-2,Q9GZT8;Q9GZT8-2;Q9GZT8-3;C9JN42;Q6X734;E7EXA3;B8ZZI0,NIF3L_HUMAN,NIF3L1,NIF3-like protein 1,7.72E+06,7.42E+06,6.75E+06,8.41E+06,6.17E+06,8.28E+06,7.01E+06,8.68E+06
Q9GZT9;Q9GZT9-2,Q9GZT9;Q9GZT9-2;Q9GZT9-3;A0A590UJK7;A0A590UJT7;A0A590UJ78,EGLN1_HUMAN,EGLN1,Egl nine homolog 1,3.33E+06,3.43E+06,3.31E+06,3.80E+06,3.89E+06,3.54E+06,3.27E+06,3.70E+06
Q9GZU3-2,Q9GZU3-2;F8WB89,TM39B_HUMAN,TMEM39B,Isoform 2 of Transmembrane protein 39B,,2.30E+06,,,315269,1.25E+06,,
Q9GZU8,Q9GZU8;H3BMX9;H3BSY6;H3BTP8;H3BP64;H3BUL4;Q6P4H7;H3BQQ6;H3BSF0;H3BTI2,PIP30_HUMAN,PSME3IP1,PSME3-interacting protein,4.01E+06,4.35E+06,3.50E+06,3.65E+06,3.48E+06,3.58E+06,4.17E+06,3.61E+06
Q9GZY8-2,Q9GZY8;Q9GZY8-2;Q9GZY8-3;Q9GZY8-4;Q9GZY8-5;C9JHF5;C9JU19,MFF_HUMAN,MFF,Isoform 2 of Mitochondrial fission factor,1.92E+06,1.94E+06,2.07E+06,1.88E+06,2.24E+06,1.93E+06,1.54E+06,1.79E+06
Q9GZZ1,Q9GZZ1;Q9GZZ1-2;C9J5J3;E7EQ69;A0A0D9SF32;B0AZT5;C9J5D1;A0A087WWJ2,NAA50_HUMAN,NAA50,N-alpha-acetyltransferase 50,2.34E+07,2.57E+07,2.28E+07,2.54E+07,2.33E+07,2.53E+07,1.98E+07,2.68E+07
Q9GZZ9,Q9GZZ9;Q9GZZ9-2;A0A804HJ86;C9J5W5;E7EQ61;E7EWE1;C9JRV9,UBA5_HUMAN,UBA5,Ubiquitin-like modifier-activating enzyme 5,1.15E+07,1.24E+07,1.01E+07,1.01E+07,1.10E+07,1.11E+07,1.18E+07,1.03E+07
Q9H000;Q9H000-2,Q9H000;Q9H000-2;C9J494;A0A7I2YQI0;A0A7I2V5D2,MKRN2_HUMAN,MKRN2,E3 ubiquitin-protein ligase makorin-2,4.02E+06,4.24E+06,4.62E+06,3.97E+06,5.23E+06,4.00E+06,5.44E+06,3.17E+06
Q9H009,Q9H009,NACA2_HUMAN,NACA2,Nascent polypeptide-associated complex subunit alpha-2,,935679,,650345,,,,
Q9H019;Q9H019-3,Q9H019;Q9H019-2;Q9H019-3;E9PRW1;E9PRK5;C9JF50;E9PSD6;E9PLU1,MFR1L_HUMAN,MTFR1L,Mitochondrial fission regulator 1-like,722414,903297,682542,718546,457935,901425,672400,771361
Q9H061,Q9H061;E9PI90,T126A_HUMAN,TMEM126A,Transmembrane protein 126A,1.51E+06,1.30E+06,1.36E+06,1.77E+06,1.55E+06,1.33E+06,1.08E+06,1.21E+06
Q9H063,Q9H063;E9PSH4;E9PR76,MAF1_HUMAN,MAF1,Repressor of RNA polymerase III transcription MAF1 homolog,,921720,,832786,,1.01E+06,,1.05E+06
Q9H074,Q9H074;D6R9H8,PAIP1_HUMAN,PAIP1,Polyadenylate-binding protein-interacting protein 1,1.73E+07,1.60E+07,1.74E+07,1.52E+07,1.71E+07,1.71E+07,1.79E+07,1.65E+07
Q9H078-2,Q9H078;Q9H078-2;Q9H078-3;Q9H078-4;Q9H078-5;H0YGM0;A0A2U3TZY2,CLPB_HUMAN,CLPB,Isoform 2 of Caseinolytic peptidase B protein homolog,1.39E+07,1.13E+07,1.29E+07,9.49E+06,1.21E+07,1.04E+07,1.21E+07,1.05E+07
Q9H081,Q9H081,MIS12_HUMAN,MIS12,Protein MIS12 homolog,754653,340567,,4.10E+06,,,3.77E+06,
Q9H082,Q9H082;A0A494C0Z5,RB33B_HUMAN,RAB33B,Ras-related protein Rab-33B,,,,1.85E+06,2.30E+06,2.01E+06,,
Q9H089,Q9H089;H7C2X7,LSG1_HUMAN,LSG1,Large subunit GTPase 1 homolog,8.08E+06,8.71E+06,7.71E+06,8.42E+06,8.50E+06,8.22E+06,9.03E+06,8.73E+06
Q9H098;Q9H098-2,Q9H098;Q9H098-2;C9J6N5;A0A1C7CYX8;C9JQ40;C9JW51,F107B_HUMAN,FAM107B,Protein FAM107B,2.79E+06,2.62E+06,3.08E+06,3.02E+06,3.36E+06,2.95E+06,3.19E+06,2.53E+06
Q9H0A0,Q9H0A0;Q9H0A0-2;E9PMU0;A0A087WV29,NAT10_HUMAN,NAT10,RNA cytidine acetyltransferase,3.75E+07,3.17E+07,3.67E+07,3.71E+07,3.32E+07,3.35E+07,3.40E+07,3.17E+07
Q9H0A8,Q9H0A8;A0A0B4J287;H3BM91,COMD4_HUMAN,COMMD4,COMM domain-containing protein 4,3.37E+06,2.46E+06,2.32E+06,2.35E+06,3.34E+06,2.38E+06,2.49E+06,2.69E+06
Q9H0B6,Q9H0B6;Q9H0B6-2;A8MZ87,KLC2_HUMAN,KLC2,Kinesin light chain 2,7.62E+06,6.68E+06,7.37E+06,6.59E+06,7.36E+06,6.66E+06,7.82E+06,6.94E+06
Q9H0C8,Q9H0C8;E9PC05,ILKAP_HUMAN,ILKAP,Integrin-linked kinase-associated serine/threonine phosphatase 2C,1.70E+07,1.83E+07,1.70E+07,1.79E+07,1.63E+07,1.93E+07,1.58E+07,1.82E+07
Q9H0D6;Q9H0D6-2,Q9H0D6;Q9H0D6-2,XRN2_HUMAN,XRN2,5'-3' exoribonuclease 2,1.71E+07,1.96E+07,1.82E+07,1.81E+07,1.87E+07,1.88E+07,1.93E+07,1.93E+07
Q9H0E2,Q9H0E2;Q9H0E2-2;E9PQ25;E9PP67;E7EN89,TOLIP_HUMAN,TOLLIP,Toll-interacting protein,5.54E+06,6.66E+06,4.24E+06,5.07E+06,4.25E+06,5.57E+06,4.46E+06,5.61E+06
Q9H0E3;Q9H0E3-3,Q9H0E3;Q9H0E3-3;A0A2R8YDB8;H7BXF5,SP130_HUMAN,SAP130,Histone deacetylase complex subunit SAP130,,2.34E+06,2.49E+06,1.79E+06,2.66E+06,2.74E+06,2.58E+06,2.70E+06
Q9H0E9-2;Q9H0E9-4,Q9H0E9;Q9H0E9-2;Q9H0E9-3;Q9H0E9-4;H0YAH7;H7C127;H7C128;B5MCW3;H7C179,BRD8_HUMAN,BRD8,Isoform 2 of Bromodomain-containing protein 8,3.42E+06,3.29E+06,3.63E+06,3.31E+06,4.03E+06,3.29E+06,3.73E+06,3.47E+06
Q9H0F7;Q9H0F7-2,Q9H0F7;Q9H0F7-2;H7C5H6;A0A0J9YXT0,ARL6_HUMAN,ARL6,ADP-ribosylation factor-like protein 6,1.13E+06,1.03E+06,1.09E+06,1.35E+06,1.29E+06,1.10E+06,,983342
Q9H0G5,Q9H0G5;K7EK40;K7ERM9;A0A024QZ33;K7EMD8,NSRP1_HUMAN,NSRP1,Nuclear speckle splicing regulatory protein 1,4.00E+06,4.11E+06,4.11E+06,4.81E+06,4.84E+06,4.59E+06,5.50E+06,5.08E+06
Q9H0H0,Q9H0H0;J3KMZ7,INT2_HUMAN,INTS2,Integrator complex subunit 2,1.65E+06,1.66E+06,1.51E+06,1.58E+06,1.95E+06,2.00E+06,1.79E+06,2.01E+06
Q9H0H5,Q9H0H5,RGAP1_HUMAN,RACGAP1,Rac GTPase-activating protein 1,5.30E+06,4.64E+06,5.30E+06,4.22E+06,5.61E+06,4.01E+06,4.78E+06,4.16E+06
Q9H0I9,Q9H0I9,TKTL2_HUMAN,TKTL2,Transketolase-like protein 2,1.04E+08,1.03E+08,9.70E+07,9.33E+07,1.00E+08,1.02E+08,1.07E+08,9.05E+07
Q9H0K6,Q9H0K6;F8VZA0,PUS7L_HUMAN,PUS7L,Pseudouridylate synthase 7 homolog-like protein,1.42E+06,1.79E+06,1.48E+06,1.61E+06,1.46E+06,1.53E+06,1.20E+06,1.49E+06
Q9H0L4,Q9H0L4,CSTFT_HUMAN,CSTF2T,Cleavage stimulation factor subunit 2 tau variant,3.76E+06,4.07E+06,4.02E+06,3.56E+06,3.57E+06,3.97E+06,4.06E+06,3.81E+06
Q9H0M5,Q9UC07;Q9UC07-2;Q8IYI8;Q9H0M5;C9J3D9;C9JR48;A0A087WVH9;C9JG89;K7EQV7;C9JV94,ZN700_HUMAN,ZNF700,Zinc finger protein 700,,,,,,,,1.89E+06
Q9H0P0,Q9H0P0;Q9H0P0-1;Q9H0P0-2;Q9H0P0-3;X6RM59;B9A035,5NT3A_HUMAN,NT5C3A,Cytosolic 5'-nucleotidase 3A,4.86E+06,4.77E+06,4.26E+06,4.50E+06,4.83E+06,3.84E+06,3.78E+06,4.79E+06
Q9H0R4;Q9H0R4-2,Q9H0R4;Q9H0R4-2;K7ER15,HDHD2_HUMAN,HDHD2,Haloacid dehalogenase-like hydrolase domain-containing protein 2,3.39E+06,3.11E+06,3.25E+06,3.81E+06,2.52E+06,3.81E+06,3.69E+06,4.14E+06
Q9H0R6,Q9H0R6;Q9H0R6-2;X6R772,GATA_HUMAN,QRSL1,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",2.47E+06,1.31E+06,2.24E+06,2.34E+06,2.96E+06,1.85E+06,1.75E+06,1.76E+06
Q9H0S4,Q9H0S4;Q9H0S4-2;F5H1N9,DDX47_HUMAN,DDX47,Probable ATP-dependent RNA helicase DDX47,1.55E+07,1.34E+07,1.39E+07,1.39E+07,1.50E+07,1.42E+07,1.45E+07,1.38E+07
Q9H0U3,Q9H0U3;Q9H0U3-2;A0A087WU53,MAGT1_HUMAN,MAGT1,Magnesium transporter protein 1,,,,1.92E+06,,1.33E+06,,
Q9H0U4,Q9H0U4;Q92928;E9PLD0,RAB1B_HUMAN,RAB1B,Ras-related protein Rab-1B,8.62E+06,7.06E+06,7.78E+06,7.61E+06,8.95E+06,7.11E+06,8.08E+06,6.16E+06
Q9H0U6,Q9H0U6,RM18_HUMAN,MRPL18,"39S ribosomal protein L18, mitochondrial",4.88E+06,3.48E+06,3.79E+06,5.18E+06,4.01E+06,5.09E+06,3.00E+06,3.71E+06
Q9H0U9,Q9H0U9,TSYL1_HUMAN,TSPYL1,Testis-specific Y-encoded-like protein 1,3.75E+06,1.21E+06,4.82E+06,1.83E+06,4.44E+06,2.23E+06,4.63E+06,1.17E+06
Q9H0V9;Q9H0V9-2,Q9H0V9;Q9H0V9-2,LMA2L_HUMAN,LMAN2L,VIP36-like protein,6.06E+06,7.35E+06,7.21E+06,8.09E+06,7.21E+06,7.67E+06,7.27E+06,7.11E+06
Q9H0W5,Q9H0W5,CCDC8_HUMAN,CCDC8,Coiled-coil domain-containing protein 8,1.02E+06,722983,901893,756000,1.11E+06,742931,999682,550310
Q9H0W8;Q9H0W8-2,Q9H0W8;Q9H0W8-2;M0R0U0,SMG9_HUMAN,SMG9,Nonsense-mediated mRNA decay factor SMG9,2.50E+06,3.03E+06,2.83E+06,2.98E+06,2.91E+06,3.57E+06,3.04E+06,3.48E+06
Q9H0W9;Q9H0W9-2,Q9H0W9;Q9H0W9-2;Q9H0W9-4;E9PQS1;A0A087WT99;E9PJU8;E9PPB5;A0A1W2PRB8,CK054_HUMAN,C11orf54,Ester hydrolase C11orf54,2.58E+06,2.92E+06,2.51E+06,3.00E+06,2.53E+06,2.78E+06,2.05E+06,2.08E+06
Q9H0Z9,Q9H0Z9;A6NG75;F6VZ39,RBM38_HUMAN,RBM38,RNA-binding protein 38,6.81E+06,6.43E+06,6.55E+06,4.08E+06,7.02E+06,5.10E+06,7.15E+06,6.69E+06
Q9H161,Q9H161,ALX4_HUMAN,ALX4,Homeobox protein aristaless-like 4,235368,,312334,203408,422985,319828,324103,267379
Q9H173,Q9H173;D6RAI3;D6RIU8;D6RBP7;D6R940;D6RG16,SIL1_HUMAN,SIL1,Nucleotide exchange factor SIL1,,,4.75E+06,,,,,
Q9H1A4,Q9H1A4;H0Y564,APC1_HUMAN,ANAPC1,Anaphase-promoting complex subunit 1,4.83E+06,5.22E+06,5.34E+06,4.64E+06,5.38E+06,4.97E+06,5.27E+06,5.58E+06
Q9H1B7,Q9H1B7,I2BPL_HUMAN,IRF2BPL,Probable E3 ubiquitin-protein ligase IRF2BPL,3.98E+06,5.70E+06,4.16E+06,4.60E+06,4.23E+06,4.91E+06,4.46E+06,5.53E+06
Q9H1C4,Q9H1C4,UN93B_HUMAN,UNC93B1,Protein unc-93 homolog B1,50253.9,53346.6,98265,,104357,61953.2,80335.5,41450.8
